iter	RMSE
0	0.142662923
1	0.1408941989
2	0.1390329237
3	0.1372412848
4	0.1356978835
5	0.1343198534
6	0.1327836263
7	0.1313596613
8	0.1297969894
9	0.1284085288
10	0.1271334607
11	0.1257807426
12	0.1246084686
13	0.1234005121
14	0.122342112
15	0.1212506033
16	0.1202809372
17	0.1193312092
18	0.1184298989
19	0.1175459932
20	0.1166484329
21	0.1158889757
22	0.115060254
23	0.1143943751
24	0.1136520487
25	0.1128568022
26	0.1121208026
27	0.1114145175
28	0.1106460808
29	0.1100306401
30	0.1094233129
31	0.1087503199
32	0.1080826227
33	0.1075217345
34	0.1070307949
35	0.1065217501
36	0.1059612488
37	0.1054577221
38	0.1047376217
39	0.104156604
40	0.1036779139
41	0.1031033559
42	0.1027041154
43	0.1023348381
44	0.1020608058
45	0.1016393573
46	0.1012406488
47	0.1009216054
48	0.1005718262
49	0.1001988495
50	0.09981926648
51	0.09935332296
52	0.09908375999
53	0.09878447199
54	0.0984035085
55	0.09817412322
56	0.09782084873
57	0.09757918313
58	0.09716871405
59	0.09684524716
60	0.09662771827
61	0.09619770116
62	0.09593091806
63	0.09565922765
64	0.09533898977
65	0.09499097117
66	0.09472933397
67	0.09425827898
68	0.09402660011
69	0.09370061144
70	0.09353190727
71	0.0933218915
72	0.09313929672
73	0.09280182587
74	0.09247163846
75	0.09212293092
76	0.09191133904
77	0.09168150121
78	0.09139995676
79	0.09126586578
80	0.09103203711
81	0.09083243109
82	0.09048419862
83	0.09033416678
84	0.09005005685
85	0.08977899213
86	0.08931440744
87	0.08914395962
88	0.0887166534
89	0.08851209735
90	0.0882670478
91	0.08800136842
92	0.0877715204
93	0.08758750458
94	0.08735902012
95	0.08722087507
96	0.08707529729
97	0.08692263987
98	0.08677950528
99	0.0865829431
100	0.08640557733
101	0.08617930661
102	0.08593099436
103	0.08570139836
104	0.08534285492
105	0.08511438249
106	0.0849541676
107	0.08479107415
108	0.08465729097
109	0.08440574127
110	0.08426086384
111	0.0841803732
112	0.08407243177
113	0.08392759276
114	0.08388640706
115	0.08376011166
116	0.08354909649
117	0.08326042765
118	0.08307856237
119	0.08284211651
120	0.08245288633
121	0.08235865681
122	0.08213018438
123	0.08197353599
124	0.08178735154
125	0.08162786673
126	0.08143513525
127	0.08128627521
128	0.08110296771
129	0.08094889616
130	0.08077447617
131	0.08066314931
132	0.08048762256
133	0.08031580581
134	0.08022423521
135	0.08007993886
136	0.07991015924
137	0.0797055355
138	0.07957415347
139	0.07948442234
140	0.07923692814
141	0.07911129759
142	0.07897162221
143	0.07881910878
144	0.07874774832
145	0.07859075228
146	0.07841284608
147	0.0782696346
148	0.07810582635
149	0.07802502772
150	0.07788937243
151	0.07774000921
152	0.07753035106
153	0.07738412172
154	0.07723013959
155	0.07718193295
156	0.07706459195
157	0.07700056575
158	0.07688426932
159	0.07678992618
160	0.076592963
161	0.07641450009
162	0.07631153737
163	0.07610482505
164	0.07592161442
165	0.07585261715
166	0.07578910124
167	0.07566597492
168	0.07549433367
169	0.07530681941
170	0.07523053722
171	0.07514200264
172	0.07500331982
173	0.07486282257
174	0.07476734283
175	0.07466847459
176	0.07453555842
177	0.07445408542
178	0.07426529565
179	0.07419603123
180	0.07401053665
181	0.07386459695
182	0.07376390109
183	0.0736193388
184	0.07355839471
185	0.07346604626
186	0.07343286893
187	0.07333185942
188	0.07318636477
189	0.07298586626
190	0.0728995458
191	0.07272718814
192	0.07259048473
193	0.07250963498
194	0.07235753112
195	0.0721309425
196	0.07199826585
197	0.07185990808
198	0.07172100206
199	0.07157803428
200	0.07142445158
201	0.07137245988
202	0.07125209533
203	0.07119268443
204	0.07102517449
205	0.07090848296
206	0.07082692595
207	0.07062826429
208	0.07053161158
209	0.07044962493
210	0.0703111441
211	0.07013814454
212	0.07004264589
213	0.06989620738
214	0.06980113666
215	0.06958202467
216	0.06951189382
217	0.06934103978
218	0.06920011336
219	0.06907824809
220	0.069001084
221	0.06892814397
222	0.06887593574
223	0.06882635949
224	0.06872917713
225	0.06854688466
226	0.06842203993
227	0.06831126983
228	0.06820861063
229	0.06814809932
230	0.06796324969
231	0.06790360788
232	0.06776757998
233	0.06764431761
234	0.06756787733
235	0.06748725846
236	0.06739332266
237	0.06733666997
238	0.06721167045
239	0.06716144973
240	0.06708111876
241	0.06696109961
242	0.06691556758
243	0.06680754628
244	0.06669552802
245	0.06652446067
246	0.06642281319
247	0.06624058657
248	0.06616508742
249	0.06610374247
250	0.0659420125
251	0.06585944544
252	0.06578096862
253	0.06568365801
254	0.06553321071
255	0.06536452502
256	0.06524230698
257	0.06514143326
258	0.06511361618
259	0.06500042756
260	0.06489499769
261	0.06484640229
262	0.0647838652
263	0.06466811595
264	0.06450709278
265	0.06449003582
266	0.0643920377
267	0.06434476111
268	0.06427738752
269	0.06419787389
270	0.06398904625
271	0.06383503434
272	0.06374715733
273	0.06366383904
274	0.06361781384
275	0.06356232146
276	0.06351376387
277	0.06335768492
278	0.06321796285
279	0.06313005482
280	0.0630485724
281	0.06302791075
282	0.06301227193
283	0.06292031898
284	0.06285363117
285	0.06281331105
286	0.06263307423
287	0.06260950292
288	0.06252495715
289	0.06243428295
290	0.06231875908
291	0.06229974304
292	0.06210344875
293	0.06199024645
294	0.06197378166
295	0.06195585252
296	0.06187684384
297	0.06167925716
298	0.06166317595
299	0.06147039317
300	0.06139657473
301	0.06126888058
302	0.06111627208
303	0.06106690797
304	0.06087442752
305	0.06073421568
306	0.06057336766
307	0.06046882357
308	0.06038959142
309	0.06030769809
310	0.0601745641
311	0.06012087557
312	0.06001290285
313	0.0599784552
314	0.05996327261
315	0.0599073613
316	0.05977377646
317	0.05969795305
318	0.05962672105
319	0.05955206884
320	0.05944386158
321	0.05923546023
322	0.05913293859
323	0.05897594059
324	0.05888327331
325	0.05881425261
326	0.05868118325
327	0.05851670923
328	0.05850376157
329	0.05831552111
330	0.05830372941
331	0.05813910338
332	0.05800299001
333	0.05798704968
334	0.05783921393
335	0.05778257708
336	0.0577014224
337	0.05763664745
338	0.05760226423
339	0.05747796631
340	0.05731118311
341	0.057136353
342	0.05696040085
343	0.05679413085
344	0.05670123614
345	0.05663531435
346	0.05655466775
347	0.05643673021
348	0.05629302136
349	0.0561556209
350	0.0561223733
351	0.05596831445
352	0.0558338518
353	0.05572896098
354	0.05561504826
355	0.05549688543
356	0.05540972043
357	0.05536903468
358	0.05531845978
359	0.0552678345
360	0.05510091861
361	0.05501679421
362	0.05491392352
363	0.05484196594
364	0.05480558015
365	0.05478927757
366	0.05463339625
367	0.05450861628
368	0.05442959234
369	0.05436183905
370	0.05431554036
371	0.05421225154
372	0.0541398628
373	0.05406442133
374	0.05391732568
375	0.05374775105
376	0.05373593915
377	0.05363927025
378	0.05351946204
379	0.05341762593
380	0.05339607805
381	0.05322416744
382	0.05309711036
383	0.05302181765
384	0.05287910647
385	0.05278779594
386	0.05267856058
387	0.0525632416
388	0.05245767803
389	0.05237099699
390	0.05227690932
391	0.052202456
392	0.05210637766
393	0.05209321453
394	0.05203087432
395	0.0520056936
396	0.05190534973
397	0.05186000767
398	0.05175750524
399	0.05160519539
400	0.05145975134
401	0.05136247014
402	0.0512358903
403	0.05118120797
404	0.05108290109
405	0.05104449022
406	0.05090441466
407	0.05080954649
408	0.05070228053
409	0.05057868947
410	0.05051364488
411	0.05038266692
412	0.05029708259
413	0.0502160692
414	0.05010690359
415	0.04999930702
416	0.04990071483
417	0.04978786969
418	0.0497526929
419	0.04966684946
420	0.04956566131
421	0.04938943881
422	0.04935731
423	0.04923824141
424	0.04909489541
425	0.04900893621
426	0.04898990358
427	0.04890923101
428	0.04879937072
429	0.04878580382
430	0.04874642161
431	0.04861652728
432	0.04860337153
433	0.04851285201
434	0.048435896
435	0.04835674624
436	0.0482551465
437	0.04815673284
438	0.04808628515
439	0.04798152331
440	0.04790299769
441	0.04788196267
442	0.04783475152
443	0.04774818653
444	0.0476346894
445	0.04752276823
446	0.0474566866
447	0.04732548672
448	0.04727845155
449	0.0472227974
450	0.04713654868
451	0.04706536114
452	0.04702478334
453	0.0469657943
454	0.04685951279
455	0.04684941858
456	0.04683352142
457	0.04679207911
458	0.04672481144
459	0.0467188513
460	0.04662514418
461	0.04660844109
462	0.04651790701
463	0.04644139371
464	0.04640661094
465	0.04634241168
466	0.04632058165
467	0.04624983213
468	0.04615593065
469	0.04606307991
470	0.0460350031
471	0.04593889474
472	0.04585711473
473	0.04574235169
474	0.04565018274
475	0.04564280245
476	0.04562100745
477	0.04560239661
478	0.04551588445
479	0.04545444518
480	0.04534130663
481	0.04524334109
482	0.04518953902
483	0.04510101745
484	0.04506313172
485	0.04496800229
486	0.04489963407
487	0.04489339041
488	0.04487822766
489	0.04480069659
490	0.04474339158
491	0.04464295642
492	0.0445969811
493	0.04456220989
494	0.04451616093
495	0.04448568619
496	0.04442640055
497	0.04439281172
498	0.04429586477
499	0.0442369878
500	0.04417881264
501	0.04416867641
502	0.0441259524
503	0.04406660566
504	0.04397548474
505	0.04388913267
506	0.04382244501
507	0.04378140094
508	0.04370213478
509	0.04364058793
510	0.04355296572
511	0.04352207071
512	0.04343398635
513	0.04335693538
514	0.04330179219
515	0.04324793216
516	0.04322679312
517	0.04314983784
518	0.04311225214
519	0.0430493206
520	0.04299876094
521	0.04296004434
522	0.04294531459
523	0.04288359235
524	0.04286617305
525	0.04284033419
526	0.04280518127
527	0.04272212179
528	0.04265714141
529	0.04261202987
530	0.04258841751
531	0.042551635
532	0.0425267489
533	0.042458159
534	0.04235853712
535	0.04227111238
536	0.04220144375
537	0.04214667281
538	0.04206254296
539	0.04199390587
540	0.04188736376
541	0.04179783486
542	0.04175691088
543	0.04172781527
544	0.04166617814
545	0.04153634824
546	0.0414738521
547	0.04140791063
548	0.04130855925
549	0.04124221951
550	0.04120923815
551	0.04111234977
552	0.04108153447
553	0.04105360279
554	0.04101228248
555	0.04094084156
556	0.04088951838
557	0.040837505
558	0.04075148025
559	0.0406776651
560	0.04057593956
561	0.04052772968
562	0.04041555617
563	0.04038129918
564	0.04031501493
565	0.0402923456
566	0.04027536437
567	0.04025315383
568	0.04017983613
569	0.04011532091
570	0.0400560483
571	0.04003593618
572	0.03997810048
573	0.03997006086
574	0.03991355551
575	0.03983535033
576	0.03977156314
577	0.03976363254
578	0.03970494202
579	0.03966140377
580	0.03959879415
581	0.0395521563
582	0.03949425805
583	0.03948769141
584	0.03942152941
585	0.03941319581
586	0.03939287733
587	0.03930729268
588	0.03923731189
589	0.03916499707
590	0.03915844509
591	0.03915050286
592	0.0390554903
593	0.03898664368
594	0.03895957669
595	0.03890697166
596	0.03881220657
597	0.03870158632
598	0.03863157566
599	0.03862516861
600	0.03852741814
601	0.03848195537
602	0.038435078
603	0.03840967519
604	0.03840352531
605	0.03832004077
606	0.03827107623
607	0.03822471238
608	0.03817146812
609	0.03807115857
610	0.03800763331
611	0.03796531227
612	0.03789365735
613	0.03776024451
614	0.03765944704
615	0.03758442909
616	0.03757029674
617	0.03753732771
618	0.0375210515
619	0.03746633998
620	0.03738847715
621	0.03733211824
622	0.03728068808
623	0.0372257178
624	0.03718026184
625	0.03712713233
626	0.03711158259
627	0.03703731098
628	0.03694370502
629	0.03693056737
630	0.03687260137
631	0.03680252973
632	0.03677193793
633	0.03672175803
634	0.03664457407
635	0.03660214475
636	0.0365452828
637	0.03650568741
638	0.03644329629
639	0.03641886167
640	0.03636861304
641	0.03628988629
642	0.03625113198
643	0.03618580155
644	0.03615694329
645	0.03614231342
646	0.03604494807
647	0.03598379634
648	0.03593480146
649	0.03592924662
650	0.03587818277
651	0.03581426533
652	0.03580044686
653	0.03579493401
654	0.03575900623
655	0.03567634156
656	0.03563542603
657	0.03559519152
658	0.03552214954
659	0.03541960295
660	0.03536865592
661	0.03532626346
662	0.03526323266
663	0.0351842012
664	0.0351784308
665	0.03510947572
666	0.03508510322
667	0.03500217275
668	0.03496582765
669	0.03491838617
670	0.03482551476
671	0.03474523648
672	0.03471545436
673	0.03462469801
674	0.03461903789
675	0.03459120308
676	0.03453103915
677	0.03449781915
678	0.0344624072
679	0.03442969982
680	0.03440792021
681	0.03435477384
682	0.03429107807
683	0.03422689543
684	0.03413955117
685	0.03407241927
686	0.03404733974
687	0.03400993155
688	0.03394210753
689	0.03386478929
690	0.03382009355
691	0.03381239426
692	0.03376180171
693	0.03373509681
694	0.03370843584
695	0.03362903793
696	0.03355373349
697	0.03353236918
698	0.03352747539
