ad_id,at_least_one
700,0.028758296204835082
701,0.11659820165274784
702,0.02702919631501846
703,0.012821597949996238
704,0.02536706892290333
705,0.09289183281366042
706,0.029064955895206343
707,0.16521573005175366
708,0.1518959933028266
709,0.1486298823525177
710,0.014248696588264304
711,-0.008252729007815193
712,0.050608305346624194
713,0.11772426401516738
714,0.12076232213317145
715,0.074203716886839
716,0.028318665309168975
717,0.1969472518919811
718,0.029512625690101615
719,0.1553766193602905
720,0.09124295724556028
721,0.15744354462605223
722,0.0024546922940070076
723,0.022962867261378694
724,0.019261855731263933
725,0.05670903922877012
726,0.0188030962276126
727,0.09185644537976664
728,0.05217163663346476
729,0.10818838794272079
730,0.06156800342551558
731,0.019953582926299188
732,0.05764051472663569
733,0.018764993768718458
734,0.08203104698650864
735,0.12968241772690683
736,0.06288285167531381
737,0.07981912090784468
738,0.08503090393458995
739,0.05891684342092372
740,0.04481167899270978
741,0.015450264409650541
742,0.008868811994872841
743,0.26738345833957233
744,0.023462534333363302
745,0.07513993870102383
746,0.037456806663167724
747,0.03155321413921203
748,0.06388761519607158
749,0.0004958096427218062
750,0.11507680986816372
751,0.3581155690187596
752,0.06212793264648042
753,0.03659079492586323
754,0.022879169494343474
755,0.032328280413278065
756,0.04284840162253538
757,0.09988818335157383
758,0.2224306193295078
759,0.016484206680945537
760,0.0016944920131281155
761,-0.0018194448501176325
762,0.08952377976783776
763,0.038487589332906844
764,0.04568608855804841
765,0.08519713408552959
766,0.0071923544059393635
767,0.22655135489121436
768,0.019631472813752285
769,0.056406933045298494
770,0.011565122436618142
771,0.10736323650778135
772,0.07368728496053495
773,0.01926623623440646
774,0.137939371875995
775,0.23545624197490272
776,0.007137764651446832
777,0.12765445034035275
778,0.14225388752516185
779,0.20913679610191033
780,0.2718801098228425
781,0.21893090972102658
782,0.14090338905216593
783,0.09506532167348303
784,0.11688163682015405
785,0.11577663111361614
786,0.027890154281838525
787,0.03231143314510118
788,0.05654157783843639
789,0.02188121144390695
790,0.21805671542728383
791,0.0011994632202017436
792,0.03882458290847392
793,0.02581756944352058
794,0.06389369676452422
795,0.05097191553634704
796,0.04120190675981168
797,0.014734957041418972
798,0.07161060934929014
799,0.006082480178763658
800,0.19335330749281876
801,0.03639641903569317
802,0.036295732011393564
803,0.020249034125526394
804,0.08772115636569268
805,0.01732312440067134
806,0.14982191544739398
807,-0.000900234911936762
808,0.09870288199966011
809,0.0527924126538423
810,0.022194457249919364
811,0.015646714952495117
812,0.016017509249258738
813,0.023307480374917408
814,0.0966799460487269
815,0.011515872398049465
816,0.0258944697394638
817,0.09959044360802534
818,0.011880828169508348
819,0.23834762845342544
820,0.004056020415227957
821,0.1348016318579879
822,0.2656071603254324
823,0.02358843070543197
824,0.03329196202016582
825,0.028710606860234314
826,0.038149218360808965
827,0.015589545382751924
828,0.01719173945331952
829,0.18645160426399865
830,0.054956423010210594
831,0.19841167804069126
832,0.08505474860140677
833,0.051055698438276606
834,0.06724553328075569
835,0.16819324138479935
836,0.044915552098164335
837,0.08193037229178442
838,0.030367476225053508
839,0.007813528796277378
840,0.005376197103753699
841,0.048787107624538764
842,0.13063863755796845
843,0.1275713037287151
844,0.071514806832217
845,0.039594619207476936
846,0.07112721358095928
847,0.2269085509209089
848,0.06836482283383852
849,0.02699547667441031
850,0.15022108552794833
851,0.015299985805947922
852,0.05261458337798382
853,0.07753582536928222
854,0.03825748926468153
855,0.07210792586891562
856,0.22547459107743123
857,0.10155101349603873
858,0.0121643313138248
859,0.014796469855799674
860,0.010039356223975837
861,-0.010358333889527699
862,0.11638013933634235
863,0.03169111903723627
864,0.1297716821091553
865,0.008496409814690312
866,0.0009434746642106306
867,0.1573613882899422
868,0.1257852948464693
869,0.06396989026659088
870,0.005698993958844767
871,0.019691847647822183
872,0.11576683860769163
873,0.07607216908916935
874,0.043951008716494364
875,0.031344329473523946
876,0.020600737613149872
877,0.07502689407859957
878,0.12065204048511821
879,0.016694780739930748
880,0.06109060205798717
881,0.042384688117871314
882,0.051550653231433916
883,0.02868463806971687
884,0.18225358058245178
885,0.09892118121647768
886,0.0022604471874137916
887,0.08088923889466451
888,0.0605585723883498
889,0.04038912371367809
890,0.012894718409501363
891,0.05106242832341844
892,0.17446200270181167
893,0.015182777289633367
894,0.23711828805928528
895,0.04716055652269703
896,0.06590124624195756
897,0.05501183119187169
898,0.03251863313441375
899,0.20295560522318928
900,0.06681615549991779
901,0.15010327401445114
902,0.15149530438252634
903,0.02466751893651739
904,0.13439660653783636
905,0.08501660169966543
906,0.006278588498152424
907,0.18150322536587712
908,0.09214749533804746
909,0.03814768981879581
910,0.017733911920840006
911,0.1834983198627766
912,0.10375031009110275
913,0.12848029117164783
914,0.0853715664833027
915,0.17224550845127204
916,-0.0023386279583696157
917,0.14046917997839053
918,0.08108974748919393
919,0.015173304136057289
920,0.06522604656026477
921,0.01776356872150664
922,0.02042519536380158
923,0.024265414161277643
924,0.20298677994681164
925,0.13877069710203319
926,0.0797085012278709
927,0.005774042816258276
928,0.19239706081324975
929,0.2124291604725678
930,0.02737757967745448
931,0.03683544166672767
932,0.1569165234812318
933,0.14426870984133428
934,0.17944806602515898
935,0.027542327697941793
936,0.17004607082152273
937,0.0843141953666556
938,0.008833575012493364
939,0.12063456712895126
940,0.10508279166458454
941,-0.00033331882183205985
942,0.00646179076726415
943,0.05125275158557589
944,0.14395834661757778
945,0.22078163809128132
946,0.21662517429288033
947,0.04794677874523155
948,0.1019116879107813
949,0.025362967087629765
950,0.07176516800918392
951,0.06681332551994643
952,0.02755788877064047
953,0.23055109370619448
954,-0.006216171094655137
955,-0.00027520562549171457
956,0.08618819293473831
957,0.04680161608078587
958,0.0691695105158753
959,0.03965130414202328
960,0.1497430038923993
961,0.02456985727005538
962,0.2779424807639628
963,0.029838502033719946
964,0.014309633721550766
965,0.033439024222741906
966,0.01951696184103549
967,0.1357187884004647
968,0.02174023939814644
969,-0.00038654363293062766
970,0.019092703356589816
971,0.06794071478032222
972,0.22658973321784512
973,0.058536723977100524
974,0.1498969941282231
975,0.045146059735506644
976,0.02838746363570821
977,0.1176863964168659
978,0.13091288535161294
979,0.07708886327964559
980,0.1264351378996932
981,0.1604935887735404
982,0.04930287906455645
983,0.07473861772672344
984,0.01784127552352477
985,0.01318807722186302
986,0.007933094754979234
987,0.20892403510825186
988,0.06645069783313963
989,0.13564463366188292
990,0.06052727170157312
991,0.011634313509145247
992,0.00392274054241365
993,0.029602532970679246
994,0.11542208887087915
995,0.10312996200166405
996,0.26102390962598443
997,0.19553218418495827
998,0.012350082710545551
999,0.09858519578421679
1000,0.2510267093104158
1001,0.07147162689666495
1002,-0.017621845732827573
1003,0.12795625436565264
1004,0.013009037103423701
1005,0.01421464983863592
1006,0.11751328879969196
1007,0.03863068497682534
